"Season","End_year","Season_days","Data_days","Perc_complete","Chilling_units","Low_chill","Modified_Utah","North_Carolina","Positive_Utah","Chilling_Hours","Utah_Chill_Units","Chill_Portions"
"2041/2042",2042,120,120,100,1839.47692827584,1613.5,1333.87082712155,1744.5,1500,1642,1500,76.3089744825138
"2042/2043",2043,120,120,100,1180.6709449006,877,696.816541119108,1073.5,791.5,1053,791.5,64.1334070762887
"2043/2044",2044,120,120,100,1696.29336224782,1341,1084.94359770526,1575,1242.5,1549,1239.5,71.7049665694985
"2044/2045",2045,121,121,100,1242.07831038855,898,702.057569766126,1151,809,1159,809,58.6925673887981
"2045/2046",2046,120,120,100,1353.28301842234,1036.5,872.88905160279,1230.5,969,1192,952.5,66.0935074784693
"2046/2047",2047,120,120,100,1449.03164867446,1125,915.913986665735,1355,1029,1306,1029,68.2827673256697
"2047/2048",2048,120,120,100,1414.38414945011,1026,834.041261805702,1294.5,952,1315,952,66.1759585481705
"2048/2049",2049,121,121,100,1341.9876043016,974.5,779.36799167846,1251.5,866,1274,866,66.6035110886778
"2049/2050",2050,120,120,100,1091.68510393391,676,521.435123635536,984.5,589,1002,589,61.154748499609
"2050/2051",2051,120,120,100,1282.20725660215,982.5,866.160569399341,1173,931,1050,931,64.4544718506668
"2051/2052",2052,120,120,100,1668.03356389719,1353,1133.60371509019,1572,1255.5,1485,1251.5,73.979730675077
"2052/2053",2053,121,121,100,1616.04281347489,1301.5,1093.18494288595,1492,1222,1408,1222,71.411131090309
"2053/2054",2054,120,120,100,1636.43470590113,1294.5,1128.43893015264,1510,1226,1422,1224.5,73.1508287264242
"2054/2055",2055,120,120,100,1486.53855049924,1162,949.647650856452,1362.5,1068.5,1347,1068.5,68.8620248415982
"2055/2056",2056,120,120,100,1270.64302942785,903,730.947255242238,1145.5,827,1129,787,62.7582054689447
"2056/2057",2057,121,121,100,1394.98374815416,1075,873.458643128841,1298,971,1336,971,62.001575614333
"2057/2058",2058,120,120,100,1603.45626082539,1197.5,1015.75225963269,1482.5,1125.5,1432,1125.5,72.9608115414539
"2058/2059",2059,120,120,100,1212.01465366251,856,711.141383260969,1120,789,1080,789,59.7946931210881
"2059/2060",2060,120,120,100,1594.97594818365,1317.5,1133.90993792731,1482.5,1232.5,1408,1228.5,70.0292096168887
"2060/2061",2061,121,121,100,1635.84879459583,1343.5,1164.27543375478,1528.5,1279,1383,1277.5,76.4070532198621
"2061/2062",2062,120,120,100,1098.36453920536,741,590.358261950561,1009,654,975,654,58.6499521313763
"2062/2063",2063,120,120,100,1290.04155896229,870.5,699.300944290124,1176,784.5,1182,778.5,63.5681320374824
"2063/2064",2064,120,120,100,1296.38739504493,1009,868.020978430315,1188.5,963,1102,963,64.9362008070839
"2064/2065",2065,121,121,100,1559.13404189961,1135,946.047378232121,1433.5,1041,1417,1041,70.1316743223524
"2065/2066",2066,120,120,100,1766.68226841115,1349,1053.87589362342,1650.5,1199.5,1689,1199.5,74.2120140943207
"2066/2067",2067,120,120,100,1231.73681768231,850.5,683.577313788206,1135.5,757.5,1155,757.5,60.1091995029565
"2067/2068",2068,120,120,100,1845.4299583688,1585,1380.02579552238,1734.5,1533,1617,1533,76.5297635711249
"2068/2069",2069,121,121,100,1459.96261523975,1098,938.23182830005,1330.5,1030,1288,1030,69.1721569710553
"2069/2070",2070,120,120,100,1618.48208202643,1310,1094.99069410312,1514,1246,1461,1246,69.3649901053432
"2070/2071",2071,120,120,100,1405.79877639355,1097.5,942.399035499722,1278.5,1039.5,1183,1038,67.4285082629358
"2071/2072",2072,120,120,100,1345.4157538299,1051,859.15726221657,1249,944,1211,944,63.586561252001
"2072/2073",2073,121,121,100,1888.419381046,1636,1389.18197748273,1801,1556.5,1669,1553.5,79.0099042215279
"2073/2074",2074,120,120,100,1263.79079445757,991.5,810.038876366554,1178,900.5,1091,886,62.6075804050597
"2074/2075",2075,120,120,100,1593.04498069506,1341,1145.89683255833,1496,1268.5,1398,1264,72.8322690496643
"2075/2076",2076,120,120,100,1848.28171125145,1511,1280.16069642219,1713.5,1422,1644,1422,78.7606997510593
"2076/2077",2077,121,121,100,1249.55089415374,856,672.507181274545,1152.5,750,1147,750,64.6507340609987
"2077/2078",2078,120,120,100,1248.65343094373,897.5,708.355203649,1145,810,1143,810,60.1376648589539
"2078/2079",2079,120,120,100,1542.14245560369,1159,906.318521161404,1420.5,1026.5,1392,1024.5,67.7242136319146
"2079/2080",2080,120,120,100,1704.5608064289,1360.5,1132.77740892343,1587,1284,1533,1284,74.2421056808071
"2080/2081",2081,121,121,100,1499.30380700267,1292,1097.50922065919,1404.5,1242.5,1327,1242.5,62.0309952156585
"2081/2082",2082,120,120,100,1529.23665306647,1165,969.40329967103,1419.5,1063,1357,1061.5,67.4781092206376
"2082/2083",2083,120,120,100,1606.97740334057,1328.5,1081.31078630147,1506,1227.5,1459,1222,72.1805120491117
"2083/2084",2084,120,120,100,1443.19282174215,1050.5,858.106779800801,1327.5,976.5,1291,976.5,70.3019415937124
"2084/2085",2085,121,121,100,1444.62542648072,1108,855.721929868552,1342,985,1366,981,61.9466358731788
"2085/2086",2086,120,120,100,1405.33777966286,1089,947.202821903891,1296,1026.5,1244,1026.5,63.0857539830813
"2086/2087",2087,120,120,100,1326.83732471475,984,804.266334137268,1223.5,891,1194,891,65.3686861789793
"2087/2088",2088,120,120,100,1339.68311628123,1025,867.409063241532,1222.5,950.5,1204,950,63.0399268232741
"2088/2089",2089,121,121,100,1499.76572133932,1168.5,945.827451011632,1410,1074,1379,1074,68.2300815056606
"2089/2090",2090,120,120,100,1325.64953513368,919.5,709.394990532048,1224.5,810.5,1189,810.5,63.1677372476752
"2090/2091",2091,120,120,100,1242.89340387069,968.5,845.524920796757,1133,928.5,1074,928.5,60.9637979969884
"2091/2092",2092,120,120,100,1276.02562810434,893,701.166293729329,1179.5,811,1169,811,66.2703764244852
"2092/2093",2093,121,121,100,1590.49903091462,1257,1103.09032536311,1474.5,1216.5,1403,1216,72.2199972963099
"2093/2094",2094,120,120,100,1278.02005532448,1076.5,980.760314660714,1189,1060.5,1050,1060.5,58.062193901309
"2094/2095",2095,120,120,100,1483.93603359675,1084.5,861.645031113731,1359.5,982.5,1359,982.5,71.0531618797231
"2095/2096",2096,120,120,100,1613.65725624026,1274.5,1076.95722088689,1521,1175.5,1421,1170.5,72.5770768292514
"2096/2097",2097,121,121,100,1269.27723232971,977,856.921354567079,1134,932.5,1019,903,66.0566538970106
"2097/2098",2098,120,120,100,1316.38177897985,1057.5,891.145925342033,1219,986.5,1163,985,62.0602811190165
"2098/2099",2099,120,120,100,1565.97693684581,1225,1002.36646351911,1453.5,1118,1432,1116.5,72.3014423568693
"2099/2100",2100,120,120,100,1600.70410877949,1190,947.368769642882,1505,1065,1494,1062,68.3147246895569
"2100/2101",2101,120,120,100,1561.47982509161,1254.5,1085.00991678363,1446.5,1205,1393,1205,67.4713035569457
