"Month","Tmin","Tmax","CP"
11,-3,15,0.625398124620298
11,-3,16,0.571939319259113
11,-3,17,0.542349774843037
11,-3,18,0.513131956834241
11,-3,19,0.467238532110529
11,-3,20,0.468464614493978
11,-3,21,0.329536445433055
11,-3,22,0.237329318958693
11,-3,23,0.175163459061003
11,-3,24,0.0951152389436686
11,-3,25,0
11,-3,26,0
11,-3,27,0
11,-3,28,0
11,-3,29,0
11,-3,30,0
11,-2,-2,0.00692258747025672
11,-2,-1,0.0167351703219867
11,-2,0,0.0515425787769944
11,-2,1,0.164799584793693
11,-2,2,0.412123454202346
11,-2,3,0.601225901655337
11,-2,4,0.635667297557028
11,-2,5,0.680532794422314
11,-2,6,0.672363936580212
11,-2,7,0.706999677876842
11,-2,8,0.702218026940427
11,-2,9,0.707191184718519
11,-2,10,0.711281266686359
11,-2,11,0.71165550836667
11,-2,12,0.70120819986866
11,-2,13,0.686311008365161
11,-2,14,0.645317626720344
11,-2,15,0.594485064119141
11,-2,16,0.554874100089156
11,-2,17,0.547868843229197
11,-2,18,0.503657406522801
11,-2,19,0.473839597233136
11,-2,20,0.47560209995224
11,-2,21,0.344838644494779
11,-2,22,0.241821484488778
11,-2,23,0.181127731738124
11,-2,24,0.0937200071512922
11,-2,25,0
11,-2,26,0
11,-2,27,0
11,-2,28,0
11,-2,29,0
11,-2,30,0
11,-1,-1,0.0315886839560239
11,-1,0,0.0726582013870394
11,-1,1,0.193929697900746
11,-1,2,0.442521490685322
11,-1,3,0.609400805489278
11,-1,4,0.645301894755053
11,-1,5,0.698636111644956
11,-1,6,0.70556501399651
11,-1,7,0.709989428157141
11,-1,8,0.714660211573168
11,-1,9,0.719847653685605
11,-1,10,0.726910328612917
11,-1,11,0.723025205117256
11,-1,12,0.709653076878944
11,-1,13,0.670688700948716
11,-1,14,0.650943253495578
11,-1,15,0.593381128193391
11,-1,16,0.600235793283865
11,-1,17,0.548377949776672
11,-1,18,0.529507077956956
11,-1,19,0.471748992711228
11,-1,20,0.472851845387585
11,-1,21,0.320307073810599
11,-1,22,0.237573491293503
11,-1,23,0.182080061821446
11,-1,24,0.08385042919396
11,-1,25,0
11,-1,26,0
11,-1,27,0
11,-1,28,0
11,-1,29,0
11,-1,30,0
11,0,0,0.129220937519129
11,0,1,0.25646806784412
11,0,2,0.493071919772097
11,0,3,0.623220703397737
11,0,4,0.658235868016227
11,0,5,0.704067091527656
11,0,6,0.715607051034494
11,0,7,0.721514790152962
11,0,8,0.726235433662807
11,0,9,0.738110704755554
11,0,10,0.739468329172358
11,0,11,0.717593578839075
11,0,12,0.697499839777063
11,0,13,0.69057080920442
11,0,14,0.672675089257445
11,0,15,0.634312982251011
11,0,16,0.582623362466858
11,0,17,0.507096392127156
11,0,18,0.492586646915831
11,0,19,0.470845565510061
11,0,20,0.441521745104858
11,0,21,0.308181764764467
11,0,22,0.23107257164319
11,0,23,0.171948566265003
11,0,24,0.0754666818604163
11,0,25,0
11,0,26,0
11,0,27,0
11,0,28,0
11,0,29,0
11,0,30,0
11,1,1,0.389414304296752
11,1,2,0.581349464685059
11,1,3,0.642050768860462
11,1,4,0.6743320018164
11,1,5,0.733167322086891
11,1,6,0.739831368522153
11,1,7,0.74795944499435
11,1,8,0.752938936552055
11,1,9,0.753165023034225
11,1,10,0.746095762091095
11,1,11,0.734114976534
11,1,12,0.731666927514276
11,1,13,0.698908738500692
11,1,14,0.674973720803915
11,1,15,0.573022026415861
11,1,16,0.589660039038472
11,1,17,0.46140707537437
11,1,18,0.48857981171046
11,1,19,0.440243997578607
11,1,20,0.418045909655627
11,1,21,0.288248662077283
11,1,22,0.211264687015942
11,1,23,0.152504145475791
11,1,24,0.0532020562055703
11,1,25,0
11,1,26,0
11,1,27,0
11,1,28,0
11,1,29,0
11,1,30,0
11,2,2,0.650333115256681
11,2,3,0.660042801665929
11,2,4,0.690662633689813
11,2,5,0.7504944308239
11,2,6,0.764174062257513
11,2,7,0.771932512689228
11,2,8,0.770239572990907
11,2,9,0.761291494121988
11,2,10,0.759748048446198
11,2,11,0.765141801136915
11,2,12,0.737638873610203
11,2,13,0.721061421865391
11,2,14,0.691196295121125
11,2,15,0.633262374208592
11,2,16,0.603589912149047
11,2,17,0.563447560162105
11,2,18,0.418891440426691
11,2,19,0.365436597470315
11,2,20,0.306950402998432
11,2,21,0.291495490827717
11,2,22,0.19459353419628
11,2,23,0.130286559901964
11,2,24,0.027832921206151
11,2,25,0
11,2,26,0
11,2,27,0
11,2,28,0
11,2,29,0
11,2,30,0
11,3,3,0.673849968504271
11,3,4,0.70400748471553
11,3,5,0.770645125325674
11,3,6,0.7790850919894
11,3,7,0.782736782660055
11,3,8,0.773943791691224
11,3,9,0.762232626938942
11,3,10,0.747774831743853
11,3,11,0.740623412252282
11,3,12,0.717554763032701
11,3,13,0.672787364921985
11,3,14,0.659959742134495
11,3,15,0.624466649257025
11,3,16,0.582087548765899
11,3,17,0.434345657499431
11,3,18,0.379256982379871
11,3,19,0.371993876355223
11,3,20,0.251910560398848
11,3,21,0.179850348331396
11,3,22,0.139011305602923
11,3,23,0.138286094988135
11,3,24,0
11,3,25,0
11,3,26,0
11,3,27,0
11,3,28,0
11,3,29,0
11,3,30,0
11,4,4,0.733759589903758
11,4,5,0.784510179260284
11,4,6,0.782308640148245
11,4,7,0.784552379978475
11,4,8,0.777315708007615
11,4,9,0.771826635190194
11,4,10,0.764881334211028
11,4,11,0.752451858242038
11,4,12,0.734700155702986
11,4,13,0.712174125618671
11,4,14,0.688153298695892
11,4,15,0.664266522512075
11,4,16,0.63556332844064
11,4,17,0.581758628613698
11,4,18,0.555442020642873
11,4,19,0.538081712099908
11,4,20,0.378362124840573
11,4,21,0.265018763506867
11,4,22,0.1538612622943
11,4,23,0.0942060573535639
11,4,24,0
11,4,25,0
11,4,26,0
11,4,27,0
11,4,28,0
11,4,29,0
11,4,30,0
11,5,5,0.805210383769932
11,5,6,0.817495371157486
11,5,7,0.825322574653368
11,5,8,0.826177534786487
11,5,9,0.825954021255582
11,5,10,0.822993915518647
11,5,11,0.818908464858206
11,5,12,0.809861365221462
11,5,13,0.791217439152438
11,5,14,0.755213354685753
11,5,15,0.713956076052513
11,5,16,0.666361274436266
11,5,17,0.590966844130982
11,5,18,0.541807780971167
11,5,19,0.435340982945904
11,5,20,0.296673852116742
11,5,21,0.208751852443732
11,5,22,0.151272934753742
11,5,23,0.0279006420856128
11,5,24,0
11,5,25,0
11,5,26,0
11,5,27,0
11,5,28,0
11,5,29,0
11,5,30,0
11,6,6,0.836165723739876
11,6,7,0.844821977660918
11,6,8,0.845214799348973
11,6,9,0.844240930925846
11,6,10,0.838050255636026
11,6,11,0.827340323279092
11,6,12,0.807930386852452
11,6,13,0.776220320431435
11,6,14,0.736025310218495
11,6,15,0.7076340128692
11,6,16,0.621418387292081
11,6,17,0.575205455779471
11,6,18,0.530374306015519
11,6,19,0.379920990446481
11,6,20,0.28057247260722
11,6,21,0.196379421449471
11,6,22,0.0942193837173307
11,6,23,0
11,6,24,0
11,6,25,0
11,6,26,0
11,6,27,0
11,6,28,0
11,6,29,0
11,6,30,0
11,7,7,0.851630760158385
11,7,8,0.847951021985252
11,7,9,0.842202231406635
11,7,10,0.834809689808272
11,7,11,0.820782169860062
11,7,12,0.797771132778808
11,7,13,0.766335857902876
11,7,14,0.717587878624663
11,7,15,0.658245908017072
11,7,16,0.593301883652826
11,7,17,0.55307188654794
11,7,18,0.473748140386082
11,7,19,0.325636765549995
11,7,20,0.236208751161764
11,7,21,0.139398588201552
11,7,22,0
11,7,23,0
11,7,24,0
11,7,25,0
11,7,26,0
11,7,27,0
11,7,28,0
11,7,29,0
11,7,30,0
11,8,8,0.839131283431408
11,8,9,0.834544137695241
11,8,10,0.823740205552339
11,8,11,0.808890084220902
11,8,12,0.780816293990477
11,8,13,0.740024302609827
11,8,14,0.691697989005065
11,8,15,0.612966290387669
11,8,16,0.561620764366195
11,8,17,0.50283201289878
11,8,18,0.375218354119394
11,8,19,0.262865076878136
11,8,20,0.162858679554265
11,8,21,0.0151953190946561
11,8,22,0
11,8,23,0
11,8,24,0
11,8,25,0
11,8,26,0
11,8,27,0
11,8,28,0
11,8,29,0
11,8,30,0
11,9,9,0.828160037165973
11,9,10,0.809012106287779
11,9,11,0.788797104770286
11,9,12,0.757489028625564
11,9,13,0.703046656578136
11,9,14,0.645949088973002
11,9,15,0.568935887961492
11,9,16,0.50301748300346
11,9,17,0.42091787677221
11,9,18,0.283101476332325
11,9,19,0.165480360016949
11,9,20,0.00759933041784978
11,9,21,0
11,9,22,0
11,9,23,0
11,9,24,0
11,9,25,0
11,9,26,0
11,9,27,0
11,9,28,0
11,9,29,0
11,9,30,0
11,10,10,0.782661515132411
11,10,11,0.760209704741731
11,10,12,0.723661330036247
11,10,13,0.662681277664329
11,10,14,0.57049341370471
11,10,15,0.502532107004316
11,10,16,0.461237957210816
11,10,17,0.285986341988227
11,10,18,0.137278909325631
11,10,19,0
11,10,20,0
11,10,21,0
11,10,22,0
11,10,23,0
11,10,24,0
11,10,25,0
11,10,26,0
11,10,27,0
11,10,28,0
11,10,29,0
11,10,30,0
11,11,11,0.728127943699317
11,11,12,0.674490002310008
11,11,13,0.597429911586813
11,11,14,0.501481403577539
11,11,15,0.455781565966911
11,11,16,0.249145041005543
11,11,17,0.0557537848669898
11,11,18,0
11,11,19,0
11,11,20,0
11,11,21,0
11,11,22,0
11,11,23,0
11,11,24,0
11,11,25,0
11,11,26,0
11,11,27,0
11,11,28,0
11,11,29,0
11,11,30,0
11,12,12,0.615227877880976
11,12,13,0.500033684225922
11,12,14,0.400837496748826
11,12,15,0.119278801126599
11,12,16,0
11,12,17,0
11,12,18,0
11,12,19,0
11,12,20,0
11,12,21,0
11,12,22,0
11,12,23,0
11,12,24,0
11,12,25,0
11,12,26,0
11,12,27,0
11,12,28,0
11,12,29,0
11,12,30,0
11,13,13,0
11,13,14,0
11,13,15,0
11,13,16,0
11,13,17,0
11,13,18,0
11,13,19,0
11,13,20,0
11,13,21,0
11,13,22,0
11,13,23,0
11,13,24,0
11,13,25,0
11,13,26,0
11,13,27,0
11,13,28,0
11,13,29,0
11,13,30,0
11,14,14,0
11,14,15,0
11,14,16,0
11,14,17,0
11,14,18,0
11,14,19,0
11,14,20,0
11,14,21,0
11,14,22,0
11,14,23,0
11,14,24,0
11,14,25,0
11,14,26,0
11,14,27,0
11,14,28,0
11,14,29,0
11,14,30,0
11,15,15,0
11,15,16,0
11,15,17,0
11,15,18,0
11,15,19,0
11,15,20,0
11,15,21,0
11,15,22,0
11,15,23,0
11,15,24,0
11,15,25,0
11,15,26,0
11,15,27,0
11,15,28,0
11,15,29,0
11,15,30,0
11,16,16,0
11,16,17,0
11,16,18,0
11,16,19,0
11,16,20,0
11,16,21,0
11,16,22,0
11,16,23,0
11,16,24,0
11,16,25,0
11,16,26,0
11,16,27,0
11,16,28,0
11,16,29,0
11,16,30,0
11,17,17,0
11,17,18,0
11,17,19,0
11,17,20,0
11,17,21,0
11,17,22,0
11,17,23,0
11,17,24,0
11,17,25,0
11,17,26,0
11,17,27,0
11,17,28,0
11,17,29,0
11,17,30,0
11,18,18,0
11,18,19,0
11,18,20,0
11,18,21,0
11,18,22,0
11,18,23,0
11,18,24,0
11,18,25,0
11,18,26,0
11,18,27,0
11,18,28,0
11,18,29,0
11,18,30,0
11,19,19,0
11,19,20,0
11,19,21,0
11,19,22,0
11,19,23,0
11,19,24,0
11,19,25,0
11,19,26,0
11,19,27,0
11,19,28,0
11,19,29,0
11,19,30,0
11,20,20,0
11,20,21,0
11,20,22,0
11,20,23,0
11,20,24,0
11,20,25,0
11,20,26,0
11,20,27,0
11,20,28,0
11,20,29,0
11,20,30,0
12,-20,-15,7.37892744086287e-13
12,-20,-14,4.05096058709152e-12
12,-20,-13,2.21138585941272e-11
12,-20,-12,1.1953837696939e-10
12,-20,-11,6.38399646139882e-10
12,-20,-10,3.36420475749905e-09
12,-20,-9,1.74830769091091e-08
12,-20,-8,8.95810156857814e-08
12,-20,-7,4.5258557700746e-07
12,-20,-6,2.25503995897362e-06
12,-20,-5,1.10836143077233e-05
12,-20,-4,5.3749573070901e-05
12,-20,-3,0.000257183302391822
12,-20,-2,0.00121297176874487
12,-20,-1,0.00560721166653418
12,-20,0,0.0247986619465555
12,-20,1,0.0958736234678895
12,-20,2,0.260749927249529
12,-20,3,0.424685061507472
12,-20,4,0.456022743943963
12,-20,5,0.468357802676187
12,-20,6,0.492975969086294
12,-20,7,0.501689305628072
12,-20,8,0.511913472704811
12,-20,9,0.5207132649869
12,-20,10,0.53268552520918
12,-20,11,0.531492540672252
12,-20,12,0.525652259218314
12,-20,13,0.499362538021968
12,-20,14,0.506682592705496
12,-20,15,0.495157403817957
12,-20,16,0.496537379872101
12,-20,17,0.486843365221822
12,-20,18,0.439879302426284
12,-20,19,0.469896929112104
12,-20,20,0.32267459364532
12,-20,21,0.198699498870095
12,-20,22,0.0985923727364976
12,-20,23,0
12,-20,24,0
12,-20,25,0
12,-20,26,0
12,-20,27,0
12,-20,28,0
12,-20,29,0
12,-20,30,0
12,-19,-15,8.14090390425606e-13
12,-19,-14,4.36358785409236e-12
12,-19,-13,2.34560173268212e-11
12,-19,-12,1.25441036444125e-10
12,-19,-11,6.64729346208894e-10
12,-19,-10,3.48279741987698e-09
12,-19,-9,1.80213672275415e-08
12,-19,-8,9.20403369146588e-08
12,-19,-7,4.63881575473739e-07
12,-19,-6,2.30711698518816e-06
12,-19,-5,1.13245564786659e-05
12,-19,-4,5.48667381975828e-05
12,-19,-3,0.000262332667643182
12,-19,-2,0.00123643917259933
12,-19,-1,0.00571320151658689
12,-19,0,0.0252637810237418
12,-19,1,0.0977146356829117
12,-19,2,0.266117293711557
12,-19,3,0.4337272251908
12,-19,4,0.464719782747524
12,-19,5,0.479418062731421
12,-19,6,0.505366169798629
12,-19,7,0.509034679398306
12,-19,8,0.5212037728016
12,-19,9,0.526060372999178
12,-19,10,0.539561593061148
12,-19,11,0.537633979284085
12,-19,12,0.534354665269814
12,-19,13,0.508256219947778
